11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,12,12,12,2,2,12,12,2,2,2,2,2
11,11,11,11,1,12,1,1,1,1,1,2,1,1,1,2
11,11,11,11,1,12,1,1,1,1,1,2,1,1,1,2
11,11,11,11,1,12,1,1,1,1,1,2,2,2,2,2
11,11,11,11,1,12,1,1,1,1,1,1,1,1,1,12
11,11,11,11,1,12,1,2,2,2,1,12,2,2,1,12
11,11,11,11,1,12,12,2,1,2,12,12,1,2,12,12
11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,12
