11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,12,12,12,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,2,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,2,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,2,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,2,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,12,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,12,1,13,13,13,13,13,13,13,13
11,11,11,11,1,1,12,12,13,13,13,13,13,13,13,13
