11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,13,13,13,13,12,12,12,1,13,13,13,13
11,11,11,11,13,13,13,13,2,1,12,1,13,13,13,13
11,11,11,11,13,13,13,13,2,1,2,1,13,13,13,13
11,11,11,11,13,13,13,13,2,1,2,1,13,13,13,13
11,11,11,11,13,13,13,13,2,1,2,1,13,13,13,13
11,11,11,11,13,13,13,13,12,1,2,1,13,13,13,13
11,11,11,11,13,13,13,13,12,1,12,1,13,13,13,13
11,11,11,11,13,13,13,13,12,1,12,12,13,13,13,13
