11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,3,3,3,1,11,11,14,14,14,14,14,14
11,11,11,11,1,1,5,1,11,11,14,14,14,14,14,14
11,11,11,11,1,1,8,1,11,11,14,14,14,14,14,14
11,11,11,11,1,1,5,1,11,11,14,14,14,14,14,14
11,11,11,11,1,1,6,1,11,11,14,14,14,14,14,14
11,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14
11,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14
11,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14
