11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,13,13,13,13,13,13,13,13,1,1,1,1
11,11,11,11,13,13,13,13,13,13,13,13,1,12,2,2
11,11,11,11,13,13,13,13,13,13,13,13,1,12,1,2
11,11,11,11,13,13,13,13,13,13,13,13,1,12,1,2
11,11,11,11,13,13,13,13,13,13,13,13,1,12,1,12
11,11,11,11,13,13,13,13,13,13,13,13,1,2,1,12
11,11,11,11,13,13,13,13,13,13,13,13,1,2,1,12
11,11,11,11,13,13,13,13,13,13,13,13,2,2,1,12
